Planet Name,Host Name,Number of Stars in System,Number of Planets in System,Discovery Method,Discovery Year,Controversial Flag,Orbital Period,Semi-Major Axis,Planet Earth Radius,Planet Jupiter Radius,Planet Earth Mass,Planet Jupiter Mass,Insolation Flux,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Distance
Kepler-84 b,Kepler-84,1,5,Transit,2012,0,8.72585478,0.0827,2.86,0.25515255,,,222.19,985.0,6036.0,1.131,0.987,1023.9
Kepler-84 c,Kepler-84,1,5,Transit,2012,0,12.88291395,,,,,,,,,,,1023.9
Kepler-84 d,Kepler-84,1,5,Transit,2014,0,4.2245513231,,,,,,,,,,,1023.9
Kepler-84 e,Kepler-84,1,5,Transit,2014,0,27.43467112,,,,,,,,,,,1023.9
Kepler-84 f,Kepler-84,1,5,Transit,2014,0,44.552169,0.25,2.2,0.196,,,,,6031.0,1.169,,1023.9
Kepler-841 b,Kepler-841,1,1,Transit,2016,0,124.4198398,,5.23,0.46658935,,,,,5324.0,0.81,0.85,998.961
Kepler-842 b,Kepler-842,1,1,Transit,2016,0,,,1.523,0.13587296,,,588.95,,4836.0,0.706,,532.726
Kepler-843 b,Kepler-843,1,1,Transit,2016,0,2.053879821,0.0315,2.29,0.20430047,,,854.72,1379.0,5868.0,0.894,0.987,1165.66
Kepler-844 b,Kepler-844,1,1,Transit,2016,0,2.613020856,,1.68,0.14987956,,,,,4128.0,0.57,0.59,431.776
Kepler-845 b,Kepler-845,1,1,Transit,2016,0,0.927859821,0.017,2.1,0.18734977,,,1104.37,1470.0,4911.0,0.783,0.754,431.051
Kepler-846 b,Kepler-846,1,1,Transit,2016,0,19.80792185,0.1406,2.3,0.20519261,,,36.77,628.0,5787.0,0.851,0.941,1127.12
Kepler-847 b,Kepler-847,1,1,Transit,2016,0,2.3432387029,,,,,,,,4746.0,0.825555,0.76,513.103
Kepler-848 b,Kepler-848,1,1,Transit,2016,0,6.91134416,0.0703,1.44,0.12846842,,,216.09,978.0,5907.0,0.99,0.967,1378.47
Kepler-849 b,Kepler-849,1,1,Transit,2016,0,394.6244904,1.1084,8.26,0.73690911,,,3.05,337.0,5858.0,1.886,1.164,822.134
Kepler-85 b,Kepler-85,1,4,Transit,2012,0,8.306,,1.97,0.176,,,,,,1.24,0.92,765.025
Kepler-85 c,Kepler-85,1,4,Transit,2012,0,12.51353325,,,,,,,,5495.0,0.864111,0.96,765.025
Kepler-85 d,Kepler-85,1,4,Transit,2014,0,17.9133739,0.1328,1.27,0.11330201,,,40.59,644.0,5695.0,0.872,0.971,765.025
Kepler-85 e,Kepler-85,1,4,Transit,2014,0,25.2149143,0.1607,1.19,0.10616487,,,23.05,559.0,5435.0,0.873,0.87,765.025
Kepler-850 b,Kepler-850,1,1,Transit,2016,0,7.19303878,0.0744,1.65,0.14720339,,,232.36,996.0,6185.0,0.991,1.06,1661.28
Kepler-851 b,Kepler-851,1,1,Transit,2016,0,,,1.547,0.1380141,,,103.828,,5822.0,0.805,,839.255
Kepler-852 b,Kepler-852,1,1,Transit,2016,0,44.93097027,,,,,,,,6224.98,2.22781,1.2,1619.03
Kepler-853 b,Kepler-853,1,1,Transit,2016,0,7.16893749,,,,,,,,6376.52,1.4745,1.27,568.676
Kepler-855 b,Kepler-855,1,1,Transit,2016,0,7.886631104,,8.35,0.7449371,,,,,5835.0,1.03,1.03,1506.58
Kepler-856 b,Kepler-856,1,1,Transit,2016,0,8.027680595,0.0787,8.89,0.79311404,,,109.35,825.0,5569.0,0.887,1.009,1351.17
Kepler-857 b,Kepler-857,1,1,Transit,2016,0,85.3514875,0.3751,6.31,0.56294146,,,5.44,390.0,5584.0,0.938,0.966,983.502
Kepler-858 b,Kepler-858,1,1,Transit,2016,0,76.1365582568,,,,,,,,5576.31,0.940603,0.984,298.532
Kepler-859 b,Kepler-859,1,1,Transit,2016,0,20.38177573,,3.09,0.27567134,,,,,5020.0,0.77,0.81,839.903
Kepler-860 b,Kepler-860,1,1,Transit,2016,0,5.101379454,0.058,2.91,0.25961326,,,287.28,1050.0,5869.0,0.954,1.001,1056.36
Kepler-861 b,Kepler-861,1,1,Transit,2016,0,3.949631375,0.0463,2.43,0.21679045,,,206.05,966.0,5155.0,0.836,0.849,850.327
Kepler-862 b,Kepler-862,1,1,Transit,2016,0,3.148664534,0.039,2.27,0.20251618,,,342.76,1097.0,5258.0,0.873,0.797,1039.03
Kepler-863 b,Kepler-863,1,1,Transit,2016,0,15.59461874,0.122,2.87,0.25604469,,,62.88,718.0,5900.0,0.929,0.995,1499.66
Kepler-864 b,Kepler-864,1,2,Transit,2016,0,5.83376092,,2.4,0.21411366,,,,,5754.0,1.0,1.0,2022.9
Kepler-864 c,Kepler-864,1,2,Transit,2023,0,2.42149592,,,,,,,,5621.0,1.33944,1.0,2022.9
Kepler-865 b,Kepler-865,1,2,Transit,2016,0,,,2.166,0.19323758,,,46.362,,5428.0,0.815,,586.137
Kepler-865 c,Kepler-865,1,2,Transit,2023,0,6.20925415,0.061,0.9,0.08029276,,,164.98,914.0,5440.0,0.885,0.782,586.137
Kepler-866 b,Kepler-866,1,1,Transit,2016,0,2.617032536,0.0331,1.66,0.14809554,,,233.23,997.0,4831.0,0.724,0.706,646.667
Kepler-867 b,Kepler-867,1,1,Transit,2016,0,150.2412582,0.5375,4.6,0.41038522,,,2.72,327.0,5604.0,0.943,0.916,1195.54
Kepler-868 b,Kepler-868,1,1,Transit,2016,0,5.03257009,,,,,,,,5652.0,1.12834,1.0,1593.13
Kepler-869 b,Kepler-869,1,1,Transit,2016,0,40.4287755,0.2241,3.25,0.28994608,,,14.28,496.0,5812.0,0.838,0.917,939.455
Kepler-87 b,Kepler-87,1,2,Transit,2013,0,114.7363519,0.4589,9.51,0.84842683,,,9.15,444.0,5991.0,1.293,0.977,1232.9
Kepler-87 c,Kepler-87,1,2,Transit,2013,0,573.96,1.332,3.2,0.28548537,,,,202.0,5723.0,0.85,0.956,1232.9
Kepler-870 b,Kepler-870,1,1,Transit,2016,0,21.35870629,,,,,,,,5725.95,1.06759,1.02,1259.46
Kepler-871 b,Kepler-871,1,1,Transit,2016,0,22.0459163,,,,,,,,5812.0,1.4076,1.05,1976.05
Kepler-872 b,Kepler-872,1,1,Transit,2016,0,,,1.648,0.14702471,,,553.056,,5744.0,0.861,,879.683
Kepler-873 b,Kepler-873,1,1,Transit,2016,0,,,3.031,0.27040771,,,68.015,,6342.0,1.055,,1182.22
Kepler-874 b,Kepler-874,1,1,Transit,2016,0,40.0686727,0.2234,3.41,0.30422035,,,23.27,560.0,6026.0,0.992,0.924,1082.16
Kepler-875 b,Kepler-875,1,1,Transit,2016,0,,,3.316,0.29583371,,,41.431,,5799.0,1.132,,1242.62
Kepler-876 b,Kepler-876,1,1,Transit,2016,0,5.14438011,0.0563,1.45,0.12936056,,,131.97,864.0,5192.0,0.802,0.896,820.913
Kepler-877 b,Kepler-877,1,1,Transit,2016,0,18.45847097,0.1303,2.3,0.20519261,,,33.86,615.0,5413.0,0.865,0.865,602.176
Kepler-878 b,Kepler-878,1,1,Transit,2016,0,25.9421582,0.165,1.95,0.17396765,,,14.85,501.0,5167.0,0.796,0.891,791.625
Kepler-879 b,Kepler-879,1,2,Transit,2016,0,33.3855938,0.2012,2.54,0.22660401,,,26.73,580.0,5833.0,1.022,0.974,802.672
Kepler-879 c,Kepler-879,1,2,Transit,2024,0,0.646716,,0.4,0.03568567,,,,,5456.75,1.022,0.974,802.672
Kepler-88 d,KOI-142,1,3,Radial Velocity,2020,0,1425.439707,2.466329866,,,1002.73189,3.15494735,,,,,0.985,376.863
Kepler-880 b,Kepler-880,1,2,Transit,2016,0,7.71467686,,,,,,,,6819.0,1.5425,1.47,601.324
Kepler-880 c,Kepler-880,1,2,Transit,2023,0,11.80593747,,,,,,,,6819.0,1.5425,1.47,601.324
Kepler-881 b,Kepler-881,1,1,Transit,2016,0,4.4444826,0.0552,1.71,0.15255624,,,518.45,1217.0,6240.0,1.079,1.135,1375.18
Kepler-882 b,Kepler-882,1,1,Transit,2016,0,3.989539666,,1.23,0.10973325,,,,,5476.0,0.87,0.9,504.605
Kepler-883 b,Kepler-883,1,1,Transit,2016,0,12.9848821623,,,,,,,,6043.68,1.28198,1.12,627.455
Kepler-884 b,Kepler-884,1,1,Transit,2016,0,5.69919514,0.06116,0.93,0.08296919,,,139.5,,5747.0,0.732,0.938,476.733
Kepler-885 b,Kepler-885,1,1,Transit,2016,0,18.1145,0.143,2.15,0.19181048,,,,853.0,6450.0,1.29,1.18,651.318
Kepler-886 b,Kepler-886,1,1,Transit,2016,0,6.24141958,,,,,,,,5815.18,1.0336,1.05,711.297
Kepler-887 b,Kepler-887,1,2,Transit,2016,0,20.42200166,,,,,,,,6367.0,1.37362,1.27,886.588
Kepler-887 c,Kepler-887,1,2,Transit,2016,0,7.63846084,0.0797,1.12,0.09991988,,,333.3,1089.0,6119.0,1.299,1.157,886.588
Kepler-888 b,Kepler-888,1,1,Transit,2016,0,70.6979061,0.3341,2.26,0.20162404,,,15.33,505.0,6174.0,1.147,0.991,420.817
Kepler-889 b,Kepler-889,1,1,Transit,2016,0,3.744439,0.0486,1.06,0.09456703,,,665.48,1295.0,5849.0,1.225,1.094,598.313
Kepler-890 b,Kepler-890,1,1,Transit,2016,0,52.75878505,,,,,,,,5773.0,1.4558,1.03,1712.12
Kepler-891 b,Kepler-891,1,1,Transit,2016,0,53.44950392,,,,,,,,5758.0,1.97642,1.03,2340.58
Kepler-892 b,Kepler-892,1,1,Transit,2016,0,13.75207851,0.1015,2.81,0.25069184,,,22.57,556.0,4802.0,0.699,0.738,570.727
Kepler-893 b,Kepler-893,1,1,Transit,2016,0,6.33855761,0.0699,3.19,0.28459323,,,270.47,1034.0,6108.0,1.03,1.132,1285.59
Kepler-894 b,Kepler-894,1,1,Transit,2016,0,9.8032523396,,,,,,,,5774.14,0.867261,1.03,1162.91
Kepler-895 b,Kepler-895,1,1,Transit,2016,0,2.806242,0.033,1.46,0.1302527,,,,789.0,4320.0,0.566,0.596,540.134
Kepler-896 b,Kepler-896,1,2,Transit,2016,0,144.547396,0.5162,2.6,0.23195686,,,2.03,304.0,5514.0,0.808,0.875,2334.93
Kepler-896 c,Kepler-896,1,2,Transit,2023,0,29.54221239,,,,,,,,5328.0,2.04297,0.92,2334.93
Kepler-897 b,Kepler-897,1,1,Transit,2016,0,8.04730283,,,,,,,,5633.0,1.46212,1.0,1519.25
Kepler-898 b,Kepler-898,1,1,Transit,2016,0,5.870719,0.053,1.37,0.12222342,,,,613.0,4280.0,0.558,0.587,484.891
Kepler-899 b,Kepler-899,1,1,Transit,2016,0,,,2.984,0.26621465,,,62.198,,5783.0,1.096,,1246.43
Kepler-9 b,Kepler-9,1,3,Transit,2010,0,19.27082403,0.1417881795,8.09,0.7217427,25.90393345,0.08149941,,,,,1.024,628.257
Kepler-9 c,Kepler-9,1,3,Transit,2010,0,38.91,0.225,9.225,0.823,54.347,0.171,,,5754.0,1.0504,1.03,628.257
Kepler-9 d,Kepler-9,1,3,Transit,2010,0,,,1.527,0.13622982,,,1339.658,,5788.0,0.984,,628.257
Kepler-90 i,KOI-351,1,8,Transit,2017,0,14.44912,0.1201380843,1.32,0.11776272,,,,,,,1.108,848.254
Kepler-900 b,Kepler-900,1,1,Transit,2016,0,6.9913086,0.0679,2.19,0.19537905,,,63.41,720.0,4848.0,0.769,0.854,487.525
Kepler-901 b,Kepler-901,1,1,Transit,2016,0,3.517494394,0.0366,1.21,0.10794916,,,40.87,645.0,3916.0,0.51,0.53,253.867
Kepler-902 b,Kepler-902,1,1,Transit,2016,0,,,3.252,0.29012401,,,24.875,,5508.0,1.224,,1165.34
Kepler-903 b,Kepler-903,1,2,Transit,2016,0,10.3507721,0.09081,3.23,0.2881618,,,257.6,,5555.0,1.577,0.931,1369.24
Kepler-903 c,Kepler-903,1,2,Transit,2016,0,62.9212756967,,,,,,,,5562.0,1.63874,0.98,1369.24
Kepler-904 b,Kepler-904,1,1,Transit,2016,0,3.021668632,,1.77,0.15790882,,,,,6160.0,1.25,1.16,978.125
Kepler-905 b,Kepler-905,1,1,Transit,2016,0,,,1.44,0.1284682,,,185.771,,5435.0,0.881,,529.268
Kepler-906 b,Kepler-906,1,1,Transit,2016,0,41.69797271,,,,,,,,6121.67,0.993386,1.16,757.791
Kepler-907 b,Kepler-907,1,1,Transit,2016,0,15.8662783879,,,,,,,,6082.73,,,
Kepler-908 b,Kepler-908,3,1,Transit,2016,0,1.340597468,,1.22,0.10884111,,,,,5973.0,1.12,1.11,290.843
Kepler-909 b,Kepler-909,1,1,Transit,2016,0,13.93291548,,,,,,,,6015.47,1.2607,1.11,309.596
Kepler-91 b,Kepler-91,1,1,Transit,2013,0,6.24658,0.072,15.513,1.384,279.68,0.88,,,4550.0,6.3,1.31,1294.69
Kepler-910 b,Kepler-910,1,1,Transit,2016,0,2.36436762,,,,,,,,6117.24,1.57308,1.154,400.289
Kepler-911 b,Kepler-911,1,1,Transit,2016,0,20.31047472,0.1549,2.41,0.21500617,,,177.81,931.0,6065.0,1.877,1.197,556.168
Kepler-912 b,Kepler-912,1,1,Transit,2016,0,2.53476428,,,,,,,,5746.0,1.90461,1.03,2004.72
Kepler-913 b,Kepler-913,1,2,Transit,2016,0,10.29678,0.091,2.14,0.19091834,,,,689.0,5207.0,0.82,0.95,991.618
Kepler-913 c,Kepler-913,1,2,Transit,2021,0,5.93918879,0.0608,1.72,0.15344839,,,122.82,849.0,5412.0,0.769,0.856,991.618
Kepler-914 b,Kepler-914,1,1,Transit,2016,0,4.40966548,0.0546,1.32,0.11776272,,,468.0,1186.0,5862.0,1.149,1.116,753.723
Kepler-915 b,Kepler-915,1,1,Transit,2016,0,4.59489604,0.0542,1.24,0.11062558,,,719.89,1321.0,6432.0,1.175,1.003,849.036
Kepler-916 b,Kepler-916,1,1,Transit,2016,0,32.2964275,,,,,,,,5175.0,0.902819,0.88,830.712
Kepler-917 b,Kepler-917,1,1,Transit,2016,0,2.970414375,0.0378,1.85,0.16504623,,,235.08,999.0,5079.0,0.751,0.821,3460.51
Kepler-918 b,Kepler-918,1,1,Transit,2016,0,,,1.626,0.145062,,,258.702,,5776.0,0.916,,1025.03
Kepler-919 b,Kepler-919,1,1,Transit,2016,0,11.04585439,,,,,,,,5784.0,1.20645,1.04,1119.87
Kepler-92 b,Kepler-92,1,3,Transit,2013,0,13.7488298257,,,,,,,,5904.34,1.81719,1.07,477.992
Kepler-92 c,Kepler-92,1,3,Transit,2013,0,26.723169,0.1829,2.31,0.20608475,,,88.1,781.0,5862.0,1.67,1.142,477.992
Kepler-92 d,Kepler-92,1,3,Transit,2015,0,49.35899,0.278,1.84,0.16415409,,,,608.0,5883.0,1.53,1.17,477.992
Kepler-920 b,Kepler-920,1,2,Transit,2016,0,6.53194024,0.065,3.09,0.27567181,,,159.66,907.0,5301.0,0.977,0.856,1001.68
Kepler-920 c,Kepler-920,1,2,Transit,2016,0,100.8274113,0.425,4.05,0.36131742,,,4.08,363.0,5638.0,0.903,1.005,1001.68
Kepler-921 b,Kepler-921,1,1,Transit,2016,0,51.30172621,,,,,,,,5572.42,1.03697,0.98,934.49
Kepler-922 b,Kepler-922,1,1,Transit,2016,0,0.938466832,0.0186,1.48,0.13203698,,,3070.23,1898.0,5902.0,0.989,0.981,536.323
Kepler-923 b,Kepler-923,1,1,Transit,2016,0,,,1.72,0.15344812,,,390.636,,5987.0,1.316,,1000.28
Kepler-924 b,Kepler-924,1,1,Transit,2016,0,61.0370400526,,,,,,,,6070.0,1.29774,1.13,1053.04
Kepler-925 b,Kepler-925,1,1,Transit,2016,0,,,2.328,0.20769025,,,5.833,,4568.0,0.697,,611.115
Kepler-926 b,Kepler-926,1,1,Transit,2016,0,52.069002,,,,,,,,5733.0,1.23679,1.02,921.361
Kepler-927 b,Kepler-927,1,1,Transit,2016,0,9.11500269,0.0866,1.78,0.15880124,,,159.34,906.0,5962.0,1.028,1.039,831.685
Kepler-928 b,Kepler-928,1,1,Transit,2016,0,3.932461302,0.0444,1.8,0.16058552,,,151.31,894.0,4841.0,0.779,0.756,508.809
Kepler-929 b,Kepler-929,1,1,Transit,2016,0,0.921030497,,,,,,,,5814.0,1.67525,1.05,1311.23
Kepler-93 b,Kepler-93,1,2,Transit,2014,0,4.72674,,1.56926,0.14,4.54425706,0.01429776,,,5669.0,0.98,1.09,95.9115
Kepler-93 c,Kepler-93,1,2,Radial Velocity,2014,0,3650.0,,,,2701.555,8.5,,,5655.0,0.922487,1.0,95.9115
Kepler-930 b,Kepler-930,1,1,Transit,2016,0,71.4523167,0.3475,2.19,0.19537905,,,23.44,561.0,6148.0,1.488,1.094,848.396
Kepler-931 b,Kepler-931,1,1,Transit,2016,0,8.03755877,0.0719,1.35,0.12043914,,,72.44,744.0,5044.0,0.804,0.764,
Kepler-932 b,Kepler-932,1,1,Transit,2016,0,1.921437488,,,,,,,,5234.0,0.839667,0.89,465.612
Kepler-933 b,Kepler-933,1,1,Transit,2016,0,14.20443009,0.1039,2.02,0.18021264,,,32.63,610.0,5362.0,0.69,0.74,1017.2
Kepler-934 b,Kepler-934,1,1,Transit,2016,0,55.6733922147,,,,,,,,4859.0,0.813889,0.79,608.738
Kepler-935 b,Kepler-935,1,1,Transit,2016,0,4.88084456,,,,,,,,4784.03,0.697637,0.772,471.782
Kepler-936 b,Kepler-936,1,1,Transit,2016,0,10.56134221,0.0954,1.92,0.17129122,,,133.56,867.0,5610.0,1.171,1.034,823.399
Kepler-937 b,Kepler-937,1,2,Transit,2016,0,67.668827,0.3212,3.27,0.29173036,,,14.22,495.0,6126.0,1.079,0.963,1571.46
Kepler-937 c,Kepler-937,1,2,Transit,2016,0,153.348739,0.5545,2.14,0.19091834,,,4.78,377.0,6127.0,1.08,0.964,1571.46
Kepler-938 b,Kepler-938,1,1,Transit,2016,0,52.6298417,0.2663,2.08,0.18556549,,,8.57,436.0,5614.0,0.827,0.908,1182.05
Kepler-939 b,Kepler-939,1,1,Transit,2016,0,14.878296,0.115,1.75,0.15612481,,,56.31,699.0,5822.0,0.851,0.915,2093.62
Kepler-94 b,Kepler-94,1,2,Transit,2014,0,,,3.186,0.28423588,,,216.094,,4728.0,0.746,,191.904
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,0,820.3,,,,3126.0,9.836,,,4781.0,0.76,0.81,191.904
Kepler-940 b,Kepler-940,1,1,Transit,2016,0,59.6220946208,,,,,,,,5505.07,1.02988,0.97,1260.78
Kepler-941 b,Kepler-941,1,1,Transit,2016,0,17.42393582,0.1311,3.29,0.29351465,,,64.13,722.0,6018.0,0.969,0.986,1088.36
Kepler-942 b,Kepler-942,1,1,Transit,2016,0,44.96417488,0.2245,2.02,0.18021264,,,4.28,367.0,4684.0,0.708,0.743,216.354
Kepler-943 b,Kepler-943,1,1,Transit,2016,0,49.7690354687,,,,,,,,5580.0,1.70909,0.99,2300.53
Kepler-944 b,Kepler-944,1,1,Transit,2016,0,43.3167737,,2.63,0.23463288,,,,,5409.0,0.83,0.86,1349.43
Kepler-945 b,Kepler-945,1,1,Transit,2016,0,31.0033072,,,,,,,,5689.0,1.0588,1.01,1651.25
Kepler-946 b,Kepler-946,1,1,Transit,2016,0,11.79174,0.102,1.86,0.16593837,,,,793.0,5973.0,0.93,1.025,1137.29
Kepler-947 b,Kepler-947,1,1,Transit,2016,0,26.96456482,,,,,,,,5490.0,1.30237,0.96,1730.78
Kepler-948 b,Kepler-948,1,1,Transit,2016,0,7.76846622,0.0743,1.79,0.15969338,,,155.07,900.0,5798.0,0.92,0.906,868.017
Kepler-949 b,Kepler-949,1,2,Transit,2016,0,8.6893063228,,,,,,,,5088.18,0.77394,0.853,486.105
Kepler-949 c,Kepler-949,1,2,Transit,2023,0,20.99747771,0.1394,3.72,0.33187674,,,27.2,582.0,5211.0,0.895,0.817,486.105
Kepler-95 b,Kepler-95,1,1,Transit,2014,0,11.523069953,0.10232,3.115,0.27790216,,,173.3,,5654.0,1.407,1.075,445.656
Kepler-950 b,Kepler-950,1,1,Transit,2016,0,98.7187,0.418,8.0,0.71371342,,,,378.0,5866.0,0.89,0.995,2161.6
Kepler-951 b,Kepler-951,2,1,Transit,2016,0,71.52622,0.325,7.7,0.68694917,,,,373.0,4683.0,1.06,0.9,382.509
Kepler-952 b,Kepler-952,1,1,Transit,2016,0,130.35464842,,,,,,,,5637.0,1.17191,1.0,1304.25
Kepler-953 b,Kepler-953,1,2,Transit,2016,0,88.40678718,,,,,,,,5328.63,,,258.893
Kepler-953 c,Kepler-953,1,2,Transit,2016,0,9.10971907,,,,,,,,5328.63,,,258.893
Kepler-954 b,Kepler-954,1,1,Transit,2016,0,16.781774,0.115,2.2,0.19627119,,,,534.0,4907.0,0.7,0.711,215.814
Kepler-955 b,Kepler-955,1,1,Transit,2016,0,14.5324483,0.1083,3.11,0.27745609,,,46.06,664.0,5345.0,0.86,0.802,550.383
Kepler-956 b,Kepler-956,1,1,Transit,2016,0,5.24866995,,,,,,,,5921.42,1.00889,1.08,544.939
Kepler-957 b,Kepler-957,1,1,Transit,2016,0,5.907413537,,5.5,0.49067713,,,,,4963.0,0.75,0.81,824.688
Kepler-958 b,Kepler-958,1,1,Transit,2016,0,9.767805,0.084,3.0,0.26764253,,,,829.0,5506.0,0.98,0.84,449.773
Kepler-959 b,Kepler-959,1,1,Transit,2016,0,14.80074836,,4.38,0.39075743,,,,,7005.0,2.01,1.6,807.729
Kepler-96 b,Kepler-96,1,1,Transit,2014,0,16.238467767,,2.55,0.22749576,,,,,5825.0,1.02,1.03,122.881
Kepler-960 b,Kepler-960,1,1,Transit,2016,0,3.1268651,0.037,1.8,0.16058552,,,,879.0,4735.0,0.7,0.68,284.916
Kepler-961 b,Kepler-961,1,1,Transit,2016,0,16.87727414,0.128,3.19,0.28459323,,,75.52,752.0,5780.0,1.113,0.979,574.314
Kepler-962 b,Kepler-962,1,1,Transit,2016,0,12.05705659,,,,,,,,5443.81,0.832288,0.95,411.486
Kepler-963 b,Kepler-963,1,2,Transit,2016,0,9.97683705,,2.66,0.23730931,,,,,5461.0,0.87,0.91,771.494
Kepler-963 c,Kepler-963,1,2,Transit,2024,0,0.919783,,0.6,0.05352851,,,,,5169.47,0.928,0.821,771.494
Kepler-964 b,Kepler-964,1,1,Transit,2016,0,13.5225106,,2.12,0.18913373,,,,,5427.0,0.84,0.93,454.626
Kepler-965 b,Kepler-965,1,1,Transit,2016,0,134.2527298,0.4971,2.42,0.21589831,,,3.15,340.0,5973.0,0.826,0.907,582.828
Kepler-966 b,Kepler-966,1,1,Transit,2016,0,99.7469,0.404,4.7,0.41930664,,,,425.0,5638.0,1.18,0.885,1027.8
Kepler-967 b,Kepler-967,1,2,Transit,2016,0,13.22714056,,,,,,,,,,,568.546
Kepler-967 c,Kepler-967,1,2,Transit,2016,0,198.7112502,0.568,2.86,0.25515255,,,0.73,236.0,5080.0,0.628,0.619,568.546
Kepler-968 b,Kepler-968,1,3,Transit,2016,0,3.69298042,,,,,,,,4442.0,0.701769,0.696,290.324
Kepler-968 c,Kepler-968,1,3,Transit,2016,0,,,1.805,0.16103131,,,58.15,,4399.0,0.684,,290.324
Kepler-969 b,Kepler-969,1,2,Transit,2016,0,34.1732156,0.2027,2.37,0.2114376,,,11.09,465.0,5201.0,0.834,0.948,390.354
Kepler-969 c,Kepler-969,1,2,Transit,2016,0,1.682934604,,0.99,0.08832188,,,,,5214.0,0.82,0.92,390.354
Kepler-97 b,Kepler-97,1,2,Transit,2014,0,2.5866412543,,,,,,,,5843.0,0.948102,1.05,400.907
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014,0,789.0,,,,344.0,1.08,,,5779.0,0.98,0.94,400.907
Kepler-970 b,Kepler-970,2,1,Transit,2016,0,16.73652231,0.1139,2.94,0.26228968,,,15.95,510.0,4608.0,0.716,0.702,331.545
Kepler-971 b,Kepler-971,1,1,Transit,2016,0,9.59070716,0.0827,4.28,0.38183668,,,329.34,1086.0,5476.0,1.673,0.819,338.522
Kepler-972 b,Kepler-972,1,1,Transit,2016,0,7.03932553,0.0733,4.29,0.38272882,,,301.7,1063.0,6137.0,1.13,1.059,1198.03
Kepler-973 b,Kepler-973,1,1,Transit,2016,0,49.6075771,,,,,,,,5200.66,0.828814,0.884,328.52
Kepler-974 b,Kepler-974,1,2,Transit,2016,0,4.194496514,,1.57,0.14006602,,,,,3687.0,0.5,0.52,134.311
Kepler-975 b,Kepler-975,1,2,Transit,2016,0,1.9703213,0.027,1.5,0.13382127,,,,1042.0,4765.0,0.7,0.68,426.088
Kepler-975 c,Kepler-975,1,2,Transit,2023,0,5.05821338,,,,,,,,4783.72,0.807611,0.77,426.088
Kepler-976 b,Kepler-976,1,1,Transit,2016,0,105.9564148,0.4209,3.81,0.33990602,,,2.54,322.0,5308.0,0.796,0.887,1012.41
Kepler-977 b,Kepler-977,1,1,Transit,2016,0,26.8533878528,,,,,,,,5180.95,0.717298,0.88,568.751
Kepler-978 b,Kepler-978,1,1,Transit,2016,0,49.6221509,0.2682,2.75,0.24533899,,,19.89,539.0,6264.0,1.019,1.036,682.522
Kepler-979 b,Kepler-979,1,1,Transit,2016,0,8.0880135,0.0743,2.51,0.22392759,,,68.34,733.0,5201.0,0.759,0.844,576.503
Kepler-98 b,Kepler-98,1,1,Transit,2014,0,1.54167548,,,,,,,,5506.0,0.942676,0.966,350.315
Kepler-980 b,Kepler-980,1,1,Transit,2016,0,11.55102504,0.0974,2.05,0.18288907,,,79.35,761.0,5897.0,0.834,0.92,961.468
Kepler-981 b,Kepler-981,1,1,Transit,2016,0,4.469754641,,,,,,,,5633.52,0.956036,1.0,878.082
Kepler-982 b,Kepler-982,1,1,Transit,2016,0,15.7738221,0.1287,2.87,0.25604469,,,216.15,978.0,6260.0,1.614,1.14,801.479
Kepler-983 b,Kepler-983,1,1,Transit,2016,0,,,3.687,0.32893211,,,30.997,,6030.0,1.609,,714.437
Kepler-984 b,Kepler-984,1,1,Transit,2016,0,43.0343364,,,,,,,,5596.74,0.938754,0.989,460.188
Kepler-985 b,Kepler-985,1,1,Transit,2016,0,116.331901,0.44664,2.802,0.24997813,,,2.4,,5425.0,0.792,0.877,679.361
Kepler-986 b,Kepler-986,1,1,Transit,2016,0,56.4350085404,,,,,,,,5515.94,1.03752,0.97,548.364
Kepler-987 b,Kepler-987,1,1,Transit,2016,0,105.3035093,,,,,,,,5693.0,0.870221,1.01,914.126
Kepler-988 b,Kepler-988,1,1,Transit,2016,0,17.760669,0.11,2.04,0.18199692,,,,400.0,4121.0,0.533,0.559,304.889
Kepler-989 b,Kepler-989,1,1,Transit,2016,0,7.964315352,0.0734,2.56,0.2283883,,,99.42,805.0,5185.0,0.91,0.831,491.978
Kepler-99 b,Kepler-99,2,1,Transit,2014,0,4.603578042,0.0506922391,1.812,0.16165609,3.81256654,0.0119738,,,,,0.82,208.369
Kepler-990 b,Kepler-990,1,2,Transit,2016,0,9.917215,0.091,2.1,0.18734977,,,,854.0,5959.0,0.96,1.01,802.163
Kepler-990 c,Kepler-990,1,2,Transit,2016,0,0.538354308,0.0128,1.31,0.11687057,,,5882.38,2233.0,5953.0,0.926,0.957,802.163
Kepler-991 b,Kepler-991,1,1,Transit,2016,0,82.5342519,0.3067,2.29,0.20430047,,,0.95,252.0,4237.0,0.558,0.564,389.561
Kepler-992 b,Kepler-992,1,1,Transit,2016,0,20.16034462,0.13372,1.591,0.14193976,,,15.1,,4914.0,0.719,0.784,259.639
Kepler-993 b,Kepler-993,1,1,Transit,2016,0,22.08551599,0.13,3.34,0.29797535,,,3.63,352.0,3828.0,0.565,0.6,324.423
